id,date_established,year_balance,date_status,status,nuts1,nuts2,nuts3,roe,rcem,solr,rshf,rcem.1,solr.1,empl,rtas,roa,prma,grma,etma,ebma,cfop,evet,mkcf,nat,ic,stot,coll,crpe,liqr,curr,shlq,solr.2,soll,gear,ppe,tpe,sct,ace,sfpe,wcpe,tape
JQV843,1971-05-22,2006,NA,Dissolved,ITF - South,ITF4 - Puglia,ITF45 - Lecce,NA,-167.136,-12.964,NA,-167.003,-12.931,10,-38.554,-29.538,-90.786,NA,-73.033,-82.948,-59.577,NA,NA,2.033,-10.335,5.866,115.908,337.969,0.208,0.3,-0.528,-12.954,NA,NA,NA,155.471,27.899,43.861,NA,-70.014,156.629
YP6S38,1990-12-07,2017,NA,Active,ITI - Centre,ITI3 - Marche,ITI31 - Pesaro E Urbino,11.308,16.109,69.447,16.567,15.845,69.459,15,11.529,7.815,9.619,NA,12.05,9.85,8.715,NA,NA,1.62,45.353,2.766,87.914,28.118,1.731,3.39,16.264,69.459,NA,15.633,23.281,242.749,10.461,25.021,139.822,127.076,239.433
XZ588K,1988-12-20,2017,NA,Active,ITC - Northwest,ITC3 - Liguria,ITC33 - Genova,0.961,17.697,20.946,20.617,17.698,20.963,17,4.328,0.163,1.766,NA,4.885,1.812,3.157,NA,NA,9.907,54.869,14.278,-0.034,0,0.819,1.049,5.583,20.965,26.522,17.795,2.517,143.645,17.789,26.13,12.038,9.834,146.372
U2I5I5,2015-10-20,2017,NA,Active,ITC - Northwest,ITC4 - Lombardia,ITC4C - Milano,NA,-49.997,-7.474,NA,-49.683,-7.485,5,-19.595,-14.652,-85.559,NA,-65.69,-80.091,-49.472,NA,NA,0.606,-14.406,1.75,146.893,327.905,0.588,0.799,-0.283,-7.483,NA,NA,NA,207.84,37.762,78.199,NA,13.116,205.033
13EL1V,1981-05-06,2017,NA,Active,ITH - Northeast,ITH3 - Veneto,ITH36 - Padova,-69.226,-29.268,29.481,-68.967,-29.318,29.463,8,-20.383,-20.356,-14.21,NA,-8.39,-13.998,-8.551,NA,NA,2.097,-68.273,9.451,63.853,29.835,0.969,1.461,0.687,29.482,41.801,145.968,-45.863,308.152,13.142,39.952,63.034,61.881,307.022
PLI571,1993-01-05,2017,NA,Active,ITH - Northeast,ITH3 - Veneto,ITH32 - Vicenza,21.426,15.03,34.107,29.853,14.968,34.106,37,10.244,7.335,11.319,NA,16.118,11.989,12.221,NA,NA,1.221,16.119,11.454,79.893,72.064,1.26,1.549,0.974,34.112,51.78,125.104,23.525,218.745,16.111,35.198,81.856,24.006,217.777
9J5CP9,2005-12-02,2011,NA,Dissolved,ITH - Northeast,ITH5 - Emilia-Romagna,ITH53 - Reggio Emilia,-346.73,-6.754,1.616,-447.71,-6.73,1.625,16,-7.284,-5.631,-18.763,NA,1.1,-8.017,-5.411,NA,NA,0.781,-0.859,0.594,141.867,175.198,0.389,1.672,-0.168,1.642,1.649,NA,-30.888,154.848,25.822,39.968,6.183,243.84,155.199
9KNU22,2016-03-03,2017,NA,Active,ITF - South,ITF6 - Calabria,ITF64 - Vibo Valentia,7.147,8.727,57.985,10.26,8.626,57.973,12,5.902,4.061,15.003,NA,29.032,17.474,21.938,NA,NA,0.496,7.238,10.2,-0.094,0.009,0.759,0.95,2.734,57.994,NA,38.399,17.902,116.727,12.66,15.199,170.131,11.079,115.557
OA5H64,1993-04-29,2017,NA,Active,ITF - South,ITF3 - Campania,ITF31 - Caserta,21.234,24.676,28.166,32.967,24.932,28.18,33,9.289,5.931,5.845,NA,7.939,6.246,5.443,NA,NA,3.945,13.815,90.317,90.104,67.831,0.978,1.01,2.481,28.152,39.19,71.38,27.783,496.792,7.8,38.984,87.911,36.056,495.502
A6Y82T,2013-04-22,2013,NA,Active,ITC - Northwest,ITC4 - Lombardia,ITC41 - Varese,NA,NA,-13.927,NA,NA,-13.929,27,-4.136,-15.529,-1.285,NA,-1.206,-1.265,-4.703,NA,NA,NA,NA,NA,96.956,1.808,0.91,0.91,-3.141,-13.934,NA,NA,-0.145,17.202,97.102,18.175,NA,5.072,18.725
WJI325,1987-01-27,1996,1997-09-24,Bankruptcy,ITF - South,ITF3 - Campania,ITF33 - Napoli,NA,NA,-14.796,NA,NA,-14.804,51,-15.255,-15.771,NA,NA,NA,-85.659,NA,NA,NA,NA,-3.072,57.38,249.968,780.013,0.298,0.299,-1.429,-14.799,NA,NA,-19.701,16.52,23.499,3.869,NA,-24.079,15.952
115MXU,1961-06-13,2017,NA,Active,ITC - Northwest,ITC1 - Piemonte,ITC15 - Novara,9.891,7.52,22.44,14.397,7.447,22.444,190,3.251,2.175,3.233,NA,6.741,3.826,5.113,NA,NA,1.978,6.406,5.825,117.961,100.897,1.048,1.4,0.708,22.428,28.93,195.242,9.305,254.453,13.958,34.922,56.835,55.045,254.009
HDY881,1982-11-15,2017,NA,Active,ITI - Centre,ITI1 - Toscana,ITI18 - Arezzo,15.404,13.342,14.362,20.961,13.528,14.341,18,2.974,2.175,1.919,NA,3.909,2.718,2.629,NA,NA,5.07,3.614,4.492,86.842,65.871,0.69,1.188,1.021,14.342,16.771,367.197,24.326,1189.125,2.382,28.181,110.064,334.149,1187.351
A6T92G,2002-04-03,2017,NA,Active,ITG - Insular Italy,ITG1 - Sicilia,ITG14 - Agrigento,7.35,11.653,17.056,10.634,11.392,17.063,21,1.846,1.275,0.755,NA,2.165,1.558,1.135,NA,NA,7.39,1.811,14.122,90.06,71.096,1.029,1.279,0.91,17.073,20.56,161.925,0.264,173.108,15.04,25.803,12.05,20.995,173.501
RI9U34,1973-09-04,2017,NA,Active,ITF - South,ITF3 - Campania,ITF35 - Salerno,2.77,4.532,32.61,4.883,4.546,32.58,155,1.588,0.89,2.543,NA,8.451,3.727,6.233,NA,NA,1.281,4.569,1.351,47.914,65.107,0.261,1.139,2.307,32.593,48.368,167.902,5.074,197.423,12.069,24.102,104.142,135.886,197.93
776ICA,1999-06-30,2006,2007-12-21,Dissolved,ITH - Northeast,ITH5 - Emilia-Romagna,ITH55 - Bologna,1.916,10.389,23.941,16.087,10.048,23.961,NA,3.853,0.439,2.162,NA,5.75,2.482,3.534,NA,NA,3.966,5.646,19.752,87.032,76.935,1.052,1.22,0.991,23.967,31.508,135.77,NA,NA,18.308,NA,NA,NA,NA
96Z2UT,1992-09-01,2017,NA,Active,ITH - Northeast,ITH5 - Emilia-Romagna,ITH58 - Forli-Cesena,34.764,43.645,69.414,47.416,43.953,69.396,24,32.911,24.198,23.408,NA,27.089,23.289,21.007,NA,NA,1.878,486.345,8.31,45.071,40.944,1.282,1.96,11.792,69.392,NA,11.759,66.62,280.718,10.56,30.176,138.052,37.2,280.78
2R22DL,1977-10-03,2006,2007-10-22,Dissolved,ITH - Northeast,ITH5 - Emilia-Romagna,ITH55 - Bologna,1.04,13.679,26.118,4.621,13.665,26.107,100,1.207,0.22,1.302,NA,7.304,4.1,3.431,NA,NA,3.342,1.457,1.389,14.979,150.863,0.24,1.191,12.935,26.108,35.36,124.143,6.247,402.496,8.241,33.069,111.932,138.145,404.859
2F76KG,2011-11-23,2017,NA,Active,ITF - South,ITF4 - Puglia,ITF46 - Foggia,17.077,22.928,72.901,22.98,22.879,72.904,22,16.607,12.384,15.377,NA,19.322,15.29,15.462,NA,NA,1.483,95.135,25.829,-0.163,-0.019,3.238,3.399,75.973,72.905,NA,1.303,7.426,62.111,21.241,13.031,40.851,2.177,62.971
18WJA9,2000-02-15,2017,NA,Active,ITH - Northeast,ITH3 - Veneto,ITH33 - Belluno,26.38,26.674,11.386,60.282,26.981,11.388,24,6.89,3.019,5.528,NA,13.836,8.102,8.114,NA,NA,3.273,3.215,30.088,11.89,36.901,0.169,0.23,0.502,11.382,12.862,244.785,2.561,41.644,35.55,15.064,3.943,-2.139,44.635
9HO39Y,1979-06-07,2017,NA,Active,ITI - Centre,ITI4 - Lazio,ITI43 - Roma,-1.196,1.84,20.037,-0.437,1.868,20.027,5,-0.094,-0.197,-0.289,NA,18.62,4.168,13.742,NA,NA,0.423,0.921,3.78,141.076,150.187,0.358,0.592,0.296,20.038,25.048,278.2,-0.202,175.16,14.751,25.842,119.192,42.143,176.991
G251AH,1972-10-23,2017,NA,Active,ITH - Northeast,ITH2 - Provincia Autonoma di Trento,ITH20 - Trento,1.436,4.977,22.614,2.664,4.772,22.624,22,0.588,0.354,1.232,NA,10.55,5.366,5.896,NA,NA,0.919,1.304,2.073,171.2,82.006,0.53,1.04,0.604,22.623,29.23,224.75,1.81,146.2,19.848,29.095,69.004,106.846,146.351
HV83W1,1946-03-27,2017,NA,Active,ITC - Northwest,ITC4 - Lombardia,ITC43 - Lecco,26.89,22.847,21.632,37.971,22.813,21.628,319,8.187,5.854,7.985,NA,13.896,10.086,9.525,NA,NA,2.299,5,4.168,89.189,69.861,0.548,1,1.05,21.606,27.59,239.722,36.073,473.942,10.632,50.186,99.998,139.175,473.275
VL8J54,1994-10-24,2017,NA,Active,ITH - Northeast,ITH3 - Veneto,ITH32 - Vicenza,21.221,17.056,38.107,27.728,16.966,38.11,61,10.634,8.136,8.76,NA,13.859,9.53,10.997,NA,NA,1.794,18.123,8.615,81.187,73.179,1.591,2.012,1.321,38.096,61.522,90.22,47.433,541.512,8.129,44.119,171.116,73.942,544.603
664EAD,2001-10-05,2006,NA,Unknown,ITC - Northwest,ITC3 - Liguria,ITC33 - Genova,NA,NA,-29.955,NA,NA,-29.939,NA,-23.607,-32.76,-4.597,NA,-4.07,-4.192,-6.264,NA,NA,NA,-10.313,677.624,0.169,-0.153,0.838,0.852,-1.979,-29.956,NA,NA,NA,NA,69.989,NA,NA,NA,NA
71IPX1,2015-12-23,2017,NA,Active,ITF - South,ITF5 - Basilicata,ITF51 - Potenza,0.308,1.843,6.96,6.983,1.63,6.955,16,0.502,0.024,0.353,NA,0.829,0.414,0.428,NA,NA,4.12,6.947,6.575,92.177,0.11,0.63,0.958,0.274,6.966,7.492,402.99,2.188,237.467,14.289,34.019,10.808,95.82,235.023
R58H9I,2007-01-01,2017,NA,Active,ITH - Northeast,ITH3 - Veneto,ITH36 - Padova,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305.364,NA,NA,NA,NA,305.562
X369ND,2007-12-13,2017,NA,Active,ITI - Centre,ITI4 - Lazio,ITI43 - Roma,8.098,10.168,48.982,11.603,10.357,49.018,8,5.761,4.001,4.658,NA,6.153,4.669,4.752,NA,NA,2.228,NA,31.212,3.082,79.855,1.961,2.05,7.205,49.005,96.079,14.177,58.706,1252.385,3.628,45.121,497.084,NA,1252.376
J1S18B,2010-07-16,2017,NA,Active,ITC - Northwest,ITC4 - Lombardia,ITC4A - Cremona,22.381,34.324,14.288,55.633,34.344,14.3,10,7.948,3.194,2.111,NA,2.373,2.259,0.954,NA,NA,15.147,14.436,NA,76.13,31.921,1.299,1.301,1.516,14.297,16.679,74.77,3.705,210.325,17.988,38.136,7.841,25.135,213.387
O4S13F,1992-01-01,2001,NA,Unknown,ITH - Northeast,ITH5 - Emilia-Romagna,ITH52 - Parma,1.566,3.165,74.282,3.094,3.043,74.28,13,2.219,1.294,7.789,NA,23.582,8.372,19.776,NA,NA,0.364,13.52,241.284,0.003,34.041,4.1,4.109,19.37,74.283,NA,8.154,6.291,99.35,25.408,26.19,263.141,-8.859,100.18
N96AS8,2010-03-30,2017,NA,Active,ITI - Centre,ITI4 - Lazio,ITI43 - Roma,NA,-144.939,0.425,NA,-144.814,0.445,6,NA,NA,NA,NA,-94.543,NA,NA,NA,NA,0.854,-26.703,21.702,285.921,54.081,2.27,2.351,0.027,0.414,0.429,NA,NA,236.186,43.212,102.136,1.804,162.846,236.886
PZ2Q81,1989-05-26,2017,2018-10-25,Liquidation,ITF - South,ITF3 - Campania,ITF35 - Salerno,-0.292,NA,9.406,-0.46,NA,9.428,NA,-0.039,-0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17,1.171,1.317,9.395,10.391,468.003,NA,NA,NA,NA,NA,NA,NA
118DZQ,1941-05-25,2017,NA,Active,ITH - Northeast,ITH5 - Emilia-Romagna,ITH53 - Reggio Emilia,-0.07,23.814,2.685,-0.114,23.717,2.666,4,-0.006,0,-0.019,NA,1.3,0.417,0.867,NA,NA,22.191,0.551,1.281,22.015,17.871,0.239,0.882,2.964,2.679,2.759,315.4,-0.471,575.057,9,52.11,18.937,458.085,573.636
9QD92T,2008-05-14,2017,NA,Active,ITI - Centre,ITI1 - Toscana,ITI14 - Firenze,23.56,7.255,6.397,35.966,7.488,6.418,26,2.286,1.491,1.763,NA,4.308,2.642,2.798,NA,NA,2.76,2.755,28.966,78.023,64.176,1.33,1.421,0.066,6.409,6.841,960.616,2.809,88.787,41.238,35.961,3.938,6.154,86.041
81HIY9,2005-06-06,2017,NA,Active,ITH - Northeast,ITH3 - Veneto,ITH32 - Vicenza,4.798,3.15,0.55,4.573,3.079,0.585,36,0.016,0.047,-0.007,NA,2.99,0.012,3.005,NA,NA,147.111,2.066,19.51,105.197,158.08,0.789,0.889,0.557,0.569,0.57,145.847,-0.741,393.192,7.509,29.189,1.158,-36.858,393.446
5EZ99L,2009-01-01,2017,NA,Active,ITI - Centre,ITI3 - Marche,ITI33 - Macerata,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.428,NA,NA,NA,NA,120.97
68RCW8,1975-12-04,2006,2007-10-22,Dissolved,ITH - Northeast,ITH1 - Provincia Autonoma di Bolzano/Bozen,ITH10 - Bolzano,44.471,26.407,52.901,27.919,26.479,52.905,161,14.758,23.436,5.411,NA,5.655,4.077,10.179,NA,NA,4.629,11.147,12.709,0.05,32.938,1.46,1.979,8.325,52.903,NA,13.378,26.142,524.04,5.51,28.824,101.885,-6.927,523.419
P199OU,1996-01-23,2009,NA,Dissolved,ITC - Northwest,ITC4 - Lombardia,ITC49 - Lodi,-120.282,-20.004,4.729,-119.02,-20.135,4.758,5,-5.632,-5.693,-22.113,NA,14.565,-14.892,7.097,NA,NA,1.373,-1.921,1.22,0.114,0.074,0.331,0.578,0.194,4.735,4.969,295.966,-26.879,120.855,33.169,39.977,21.987,96.159,118.812
5JP1Y4,1984-11-09,2017,NA,Active,ITG - Insular Italy,ITG1 - Sicilia,ITG12 - Palermo,0.138,1.278,52.544,0.616,1.333,52.551,26,0.243,0.132,0.299,NA,7.477,1.003,6.613,NA,NA,1.13,1.327,4.098,90.189,54.829,0.842,1.53,2.992,52.568,NA,56.191,2.766,206.7,27.259,57.023,135.054,70.847,209.837
AU46I5,1990-11-30,2017,2018-12-12,Dissolved,ITH - Northeast,ITH3 - Veneto,ITH31 - Verona,17.48,21.868,56.88,24.496,21.847,56.891,68,13.853,9.985,7.334,NA,8.538,7.333,6.497,NA,NA,3.022,NA,20.662,79.071,53.187,2.019,2.269,9.539,56.91,NA,10.502,29.936,418.969,10.809,44.861,125.969,49.938,421.532
86JO5X,2015-01-27,2016,NA,Active,ITF - South,ITF3 - Campania,ITF34 - Avellino,17.723,40.279,3.937,73.698,40.013,3.936,22,2.907,0.694,2.271,NA,4.312,2.414,2.445,NA,NA,16.534,16.473,19.007,-0.2,0.12,0.769,0.838,0.85,3.965,4.12,95.508,-0.125,28.874,50.881,13.922,0.898,0.99,27.769
5JN7Y1,2011-03-22,2017,NA,Active,ITH - Northeast,ITH5 - Emilia-Romagna,ITH57 - Ravenna,7.696,12.707,43.296,11.855,12.84,43.304,907,5.074,3.339,4.785,NA,10.222,6.281,7.101,NA,NA,1.661,2.136,4.363,44.85,56.942,0.799,1.47,2.013,43.308,76.359,87.599,34.84,738.206,6.078,44.977,303.929,145.962,740.011
5K8EX9,2017-02-13,2017,NA,Active,ITI - Centre,ITI1 - Toscana,ITI14 - Firenze,6.323,21.967,3.653,136.345,22.036,3.661,15,4.964,0.214,2.183,NA,5.083,2.272,2.875,NA,NA,9.602,24.325,92.434,10.133,39.005,1.219,1.261,0.365,3.635,3.78,840.028,-0.926,44.175,44.609,19.851,1.025,-3.134,42.292
2MQ2G1,1984-11-17,2000,2002-12-23,Bankruptcy,ITF - South,ITF4 - Puglia,ITF47 - Bari,NA,NA,NA,NA,NA,NA,3,1.279,-0.408,0.708,NA,5.858,1.279,4.4,NA,NA,NA,2.249,22.242,0.143,59.946,0.121,0.15,-13.23,NA,NA,NA,6.111,813.554,4.441,36.081,NA,-98.027,812.251
483NIY,2017-06-06,2017,NA,Active,ITF - South,ITF1 - Abruzzo,ITF11 - L'Aquila,27.262,13.332,0.494,48.996,13.411,0.479,38,0.233,0.121,0.12,NA,0.3,0.161,0.215,NA,NA,85.102,3.564,29.466,126.912,-0.109,0.931,1.002,0.162,0.462,0.49,392.108,0.07,29.416,23.13,6.849,0.107,11.872,28.342
72XW6T,2004-07-26,2013,NA,Dissolved,ITC - Northwest,ITC1 - Piemonte,ITC16 - Cuneo,NA,NA,-82.868,NA,NA,-82.884,49,-71.922,-98.936,-67.688,NA,-46.643,-58.486,-81.235,NA,NA,NA,-6.471,7.414,92.199,179.043,0.33,0.418,-3.377,-82.867,NA,NA,NA,155.811,20.611,31.878,NA,-17.007,153.295
394ENM,2014-01-01,2017,NA,Active,ITC - Northwest,ITC3 - Liguria,ITC34 - La Spezia,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.021,NA,NA,NA,NA,274.868
55TU8U,1989-02-13,2017,NA,Active,ITC - Northwest,ITC4 - Lombardia,ITC4C - Milano,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A2XY61,1967-02-15,2007,2008-11-19,Dissolved,ITG - Insular Italy,ITG1 - Sicilia,ITG13 - Messina,91.305,9.111,1.583,129.896,8.765,1.569,NA,2.063,1.452,28.742,NA,87.892,68.393,39.659,NA,NA,0.114,1.822,NA,270.137,NA,0.29,0.291,0.167,1.575,1.611,NA,NA,NA,NA,NA,NA,NA,NA
22I6CQ,1960-04-02,2013,NA,Active,ITF - South,ITF3 - Campania,ITF35 - Salerno,0.22,-2.341,21.905,-2.545,-2.33,21.886,3,-0.548,0.067,NA,NA,NA,NA,35.256,NA,NA,0.001,NA,0.242,NA,NA,0.571,0.591,38.137,21.899,28.019,134.909,-53.093,31.018,NA,73.834,2104.14,3590.155,32.076
I6TU89,2008-06-25,2008,NA,Unknown,ITF - South,ITF4 - Puglia,ITF46 - Foggia,NA,NA,-80.854,NA,NA,-80.853,NA,-81.962,-81.945,-17.706,NA,-17.692,-17.717,-17.701,NA,NA,NA,NA,4.713,0.091,131.987,0.011,0.551,NA,-80.872,NA,NA,NA,NA,0.539,NA,NA,NA,NA
97ISI6,2001-11-23,2006,2007-12-17,Dissolved,ITF - South,ITF3 - Campania,ITF35 - Salerno,-1.76,0.31,0.353,9.243,0.584,0.33,1,0.026,-0.017,0.053,NA,0.286,0.139,0.173,NA,NA,3.678,1.277,14.801,367.922,306.96,1.229,1.309,0.144,0.344,0.341,NA,-0.127,3490.837,0.58,19.808,12.969,830.046,3492.984
564SXE,1997-11-21,2005,NA,Unknown,ITG - Insular Italy,ITG2 - Sardegna,ITG25 - Sassari,35.389,16.725,1.821,89.966,17,1.824,NA,1.648,0.638,2.235,NA,14.099,5.789,9.199,NA,NA,2.935,1.69,3.803,124.066,109.961,0.431,0.691,0.153,1.817,1.859,NA,NA,NA,4.488,NA,NA,NA,NA
8SM7U8,1984-12-22,2017,NA,Active,ITC - Northwest,ITC4 - Lombardia,ITC46 - Bergamo,-74.994,-19.033,14.784,-69.423,-19.08,14.761,87,-10.243,-11.058,-12.873,NA,4.382,-9.482,-0.063,NA,NA,1.771,-4.14,8.136,81.099,97.028,0.781,0.958,0.529,14.761,17.34,353.542,-48.716,362.769,12.871,47.04,66.953,27.855,361.409
4TH94Y,1989-03-08,2016,NA,Active,ITF - South,ITF4 - Puglia,ITF47 - Bari,NA,-4.576,-72.23,NA,-4.404,-72.234,1,-3.671,-3.673,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,809.81,1.389,1.391,-0.503,-72.229,NA,NA,NA,85.559,32.341,26.98,NA,322.808,83.173
F436BJ,1981-02-18,1997,NA,Bankruptcy,ITC - Northwest,ITC4 - Lombardia,ITC4C - Milano,-24.022,24.094,1.44,15.198,23.874,1.441,17,0.221,-0.321,0.096,NA,3.347,3.029,0.182,NA,NA,7.847,0.884,10.314,106.816,87.064,0.879,1.161,0.108,1.457,1.459,NA,1.386,584.41,3.128,18.13,3.883,88.195,585.477
CC72P7,1978-10-11,2017,NA,Active,ITC - Northwest,ITC1 - Piemonte,ITC16 - Cuneo,-10.169,-1.968,21.714,-10.084,-1.697,21.707,25,-2.194,-2.188,-3.928,NA,3.645,-1.53,1.232,NA,NA,1.199,-0.815,1.711,89.844,169.809,0.391,0.988,0.716,21.722,27.72,213.449,-15.821,350.544,12.622,44.024,136.022,124.969,349.784
7H1V9K,1976-03-06,2017,NA,Active,ITH - Northeast,ITH3 - Veneto,ITH36 - Padova,4.831,5.456,33.192,6.067,5.396,33.199,68,2.006,1.547,1.192,NA,5.051,1.756,4.258,NA,NA,3.02,3.322,49.6,48.99,60.994,0.9,0.971,1.527,33.23,49.711,86.803,2,362.627,7.471,27.176,71.943,-4.974,363.729
4LDS98,2011-03-17,2017,NA,Active,ITH - Northeast,ITH5 - Emilia-Romagna,ITH57 - Ravenna,14.819,16.895,43.151,23.403,16.887,43.122,38,10.125,6.411,9.585,NA,12.747,9.506,9.318,NA,NA,1.682,24.108,10.971,91.156,64.044,2.102,2.361,2.337,43.132,75.852,68.407,37.189,374.115,12.612,46.855,151.817,62.067,375.911
C481HR,2000-09-28,2015,NA,Dissolved,ITF - South,ITF3 - Campania,ITF32 - Benevento,0.066,NA,47.332,0.398,NA,47.331,NA,0.161,0.131,49.245,NA,96.25,49.247,82.702,NA,NA,0.009,NA,0.009,NA,NA,0.618,1.511,261.113,47.342,89.881,0.368,NA,NA,NA,NA,NA,NA,NA
9S7A4Z,2011-05-03,2016,NA,Active,ITH - Northeast,ITH5 - Emilia-Romagna,ITH52 - Parma,-12.583,16.135,4.887,12.7,15.913,4.851,28,0.625,-0.601,0.386,NA,1.606,0.679,0.575,NA,NA,23.827,2.435,NA,127.107,105.111,1.03,1.029,2.676,4.878,5.12,153.62,-0.413,24.676,64.281,15.974,1.04,1.826,23.91
X22AF5,1998-10-22,2017,NA,Active,ITI - Centre,ITI4 - Lazio,ITI43 - Roma,5.981,14.692,9.649,11.856,14.736,9.649,13,1.137,0.587,0.463,NA,1.584,1.007,0.801,NA,NA,14.576,1.712,41.071,100.187,94.005,1.041,1.109,1.302,9.625,10.662,254.205,4.569,622.536,6.061,38.173,25.112,24.892,619.819
Y151XX,2011-01-04,2017,NA,Active,ITH - Northeast,ITH3 - Veneto,ITH37 - Rovigo,12.357,118.736,0.492,69.019,118.957,0.472,15,0.346,0.07,0.128,NA,0.562,0.441,0.151,NA,NA,267.446,1.255,34.053,118.059,115.965,0.928,0.999,1.098,0.509,0.5,NA,2.821,2259.875,1.209,27.064,3.98,78.172,2260.797
896YUY,2002-03-22,2017,NA,Active,ITF - South,ITF4 - Puglia,ITF47 - Bari,15.018,6.755,5.575,31.211,6.769,5.599,542,1.726,0.823,0.918,NA,2.715,1.588,1.553,NA,NA,4.293,2.273,34.308,61.9,58.963,0.859,0.962,0.043,5.592,5.909,967.256,0.358,150.982,14.321,21.117,3.95,6.185,151.744
A3T33O,2007-12-18,2017,NA,Active,ITF - South,ITF4 - Puglia,ITF44 - Brindisi,56.048,65.126,1.165,85.826,65.032,1.164,17,1.024,0.656,0.793,NA,3.207,0.826,2.905,NA,NA,79.438,94.037,3.133,94.975,252.184,0.508,0.92,3.245,1.181,1.199,32.777,3.362,584.494,3.038,17.908,5.833,-69.165,583.017
9QC87D,1997-01-24,2005,2006-06-05,Dissolved,ITH - Northeast,ITH5 - Emilia-Romagna,ITH58 - Forli-Cesena,-70.364,-47.756,25.94,-72.248,-47.725,25.937,NA,-18.711,-18.218,-18.117,NA,-8.454,-13.416,-12.659,NA,NA,3.557,-2.9,6.204,-0.019,-0.172,0.239,0.481,8.568,25.934,35.039,11.832,NA,NA,17.121,NA,NA,NA,NA
9I1EA2,1929-01-17,2017,NA,Active,ITC - Northwest,ITC4 - Lombardia,ITC4B - Mantova,0.934,1.621,16.906,0.842,1.315,16.912,142,0.15,0.177,0.164,NA,2.256,0.55,1.828,NA,NA,2.336,1.266,1.63,65.139,142.108,0.38,1.44,0.756,16.901,20.33,236.085,0.836,1032.869,4.292,43.942,175.001,408.895,1033.551
9NE91I,1962-02-09,2001,2008-04-01,Bankruptcy,NA,NA,NA,NA,NA,-53.451,NA,NA,-53.432,123,-77.612,-77.641,-51.088,NA,-35.585,-37.365,-49.313,NA,NA,NA,-7.729,24.091,147.877,84.182,0.51,0.561,-2.115,-53.455,NA,NA,NA,404.217,6.619,26.872,NA,88.869,406.365
K9E7W7,1990-01-01,2017,NA,Active,ITH - Northeast,ITH5 - Emilia-Romagna,ITH54 - Modena,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.887,NA,NA,NA,NA,148.812
86ZBI6,2017-04-10,2017,NA,Active,ITF - South,ITF3 - Campania,ITF33 - Napoli,-0.375,NA,3.54,-0.439,NA,3.549,NA,-0.028,-0.028,NA,NA,NA,NA,NA,NA,NA,-0.006,NA,NA,-0.129,NA,82.151,82.15,0.021,3.546,3.659,NA,NA,NA,NA,NA,NA,NA,NA
CJ2F95,2017-06-26,2017,NA,Active,ITF - South,ITF3 - Campania,ITF33 - Napoli,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.773,NA,NA,NA,NA,136.78
P21X7D,1997-04-03,2007,2018-11-21,Dissolved,ITH - Northeast,ITH3 - Veneto,ITH34 - Treviso,NA,NA,-9.197,NA,NA,-9.194,14,-37.781,-37.687,-23.719,NA,-17.178,-21.816,-19.056,NA,NA,NA,-11.236,13.27,112.933,128.18,0.609,0.721,-1.406,-9.217,NA,NA,-25.945,105.459,24.581,25.968,NA,3.807,104.408
T51Y6S,1983-03-14,2017,NA,Active,ITH - Northeast,ITH4 - Friuli-Venezia Giulia,ITH44 - Trieste,-9.111,-7.143,58.397,-9.309,-7.315,58.386,6,-5.37,-5.361,-1.887,NA,-0.835,-1.916,-0.832,NA,NA,3.812,NA,303.636,56.078,29.077,3.039,3.078,3.643,58.393,NA,26.43,-3.004,281.171,9.92,27.881,57.97,22.198,279.97
L7E87G,1976-07-13,2009,NA,Dissolved,ITH - Northeast,ITH4 - Friuli-Venezia Giulia,ITH44 - Trieste,NA,-102.306,-3.385,NA,-102.491,-3.4,NA,-18.186,-23.05,-42.937,NA,-26.794,-31.945,-49.23,NA,NA,3.204,-2.811,27.563,81.076,178.086,0.298,0.321,-0.263,-3.379,NA,NA,NA,NA,29.409,NA,NA,NA,NA
82K4IS,1974-11-22,2001,NA,Dissolved,ITH - Northeast,ITH3 - Veneto,ITH31 - Verona,32.23,207.039,0.79,78.313,206.939,0.78,2,0.618,0.266,0.503,NA,1.986,1.888,0.337,NA,NA,109.675,1.365,5.532,-0.155,0.038,0.781,1.011,2.287,0.778,0.798,45.726,5.204,935.679,3.848,36.005,5.849,168.035,932.852
