id,date_established,year_balance,date_status,status,nuts1,nuts2,nuts3,roe,rcem,solr,rshf,rcem.1,solr.1,empl,rtas,roa,prma,grma,etma,ebma,cfop,evet,mkcf,nat,ic,stot,coll,crpe,liqr,curr,shlq,solr.2,soll,gear,ppe,tpe,sct,ace,sfpe,wcpe,tape
Y318LW,2015-03-23,2017,NA,Active,ITH - Northeast,ITH5 - Emilia-Romagna,ITH52 - Parma,0.473,17.615,14.914,4.513,17.466,14.893,NA,0.666,0.07,0.352,NA,1.447,1.428,0.08,NA,NA,12.235,1.176,2.824,64.973,101.949,0.411,1.169,NA,14.895,17.512,170.933,NA,NA,NA,NA,NA,NA,NA
EK8E46,1953-05-18,2017,NA,Active,ITH - Northeast,ITH5 - Emilia-Romagna,ITH54 - Modena,-0.051,NA,1.758,-0.09,NA,1.731,6,-0.002,0.005,0.011,NA,2.398,-0.025,2.45,NA,NA,4.411,NA,1.289,0.038,-0.152,0.121,1.031,0.222,1.763,1.78,NA,-1.551,350.803,12.339,42.968,7.122,270.106,351.818
H473FQ,2005-07-07,2017,NA,Active,ITC - Northwest,ITC4 - Lombardia,ITC4A - Cremona,29.182,15.596,13.058,37.477,15.876,13.055,39,4.887,3.816,4.702,NA,9.756,6.486,6.943,NA,NA,2.43,3.641,10.842,105.191,58.089,0.62,0.791,0.392,13.034,15.001,494.463,10.953,206.952,20.239,42.11,26.083,45.922,206.45
55L3QD,2012-11-08,2017,2018-12-05,Dissolved,ITH - Northeast,ITH5 - Emilia-Romagna,ITH53 - Reggio Emilia,30.91,26.503,24.291,44.265,26.757,24.297,8,10.739,7.472,7.405,NA,9.804,8.162,6.771,NA,NA,3.259,11.108,19.537,143.842,62.829,1.272,1.408,1.28,24.31,32.09,150.283,28.477,387.754,13.071,50.81,64.825,107.85,387.352
18DCE5,1992-09-09,2017,NA,Active,ITC - Northwest,ITC4 - Lombardia,ITC4C - Milano,3.901,4.668,64.05,5.442,4.28,64.014,14,3.602,2.398,1.943,NA,3.288,1.976,2.592,NA,NA,2.293,NA,6.921,60.93,30.13,2.25,3.601,3.914,64.023,NA,25.649,6.505,383.707,6.999,27.197,133.845,88.955,381.3
85E5BU,1980-12-30,2017,NA,Active,ITI - Centre,ITI1 - Toscana,ITI16 - Livorno,-423.293,3.694,0.34,-263.718,3.906,0.379,7,-0.934,-1.509,-4.564,NA,12.73,9.218,-3.803,NA,NA,0.415,0.721,1.7,-0.048,0.012,0.17,0.408,-0.124,0.357,0.359,NA,-18.283,437.249,7.908,35.079,8.043,253.814,437.416
3S73BJ,1987-01-01,2017,NA,Active,ITF - South,ITF4 - Puglia,ITF44 - Brindisi,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,371.203,NA,NA,NA,NA,368.516
E29QR8,1987-01-08,2017,NA,Active,ITH - Northeast,ITH5 - Emilia-Romagna,ITH52 - Parma,17.006,17.422,39.945,24.379,17.169,39.938,6,9.806,6.773,6.159,NA,9.326,6.201,7.323,NA,NA,2.754,89.724,15.332,-0.031,0.039,1.439,1.679,2.381,39.943,66.522,43.851,39.213,635.546,6.91,43.996,159.942,40.976,636.91
32UY9V,2009-07-10,2017,NA,Active,ITF - South,ITF3 - Campania,ITF32 - Benevento,-7.034,4.7,7.153,0.918,4.759,7.168,6,0.097,-0.493,0.081,NA,11.897,2.7,8.554,NA,NA,1.743,1.102,86.047,108.904,90.025,0.66,0.68,0.348,7.168,7.729,954.307,-1.474,213.747,6.989,14.96,18.998,14.191,216.379
F66BH5,1994-12-16,2017,NA,Active,ITF - South,ITF3 - Campania,ITF34 - Avellino,1.38,3.769,13.023,11.474,3.75,13.031,25,1.466,0.183,1.582,NA,2.958,1.97,1.165,NA,NA,1.873,5.549,1.884,112.943,-0.088,0.749,1.732,0.404,13.031,15,278.417,1.159,128.581,16.761,21.813,17.908,109.155,127.278
94NYX3,2013-11-21,2017,NA,Active,ITF - South,ITF3 - Campania,ITF32 - Benevento,74.876,NA,13.636,106.826,NA,13.664,12,14.541,10.219,4.662,NA,5.596,4.552,4.324,NA,NA,8.277,NA,37.107,70.158,0.114,1.169,1.312,0.726,13.634,15.8,174.92,6.595,97.099,9.581,8.847,3.948,22.143,98.8
464RHG,2001-07-04,2016,NA,Liquidation,ITF - South,ITF4 - Puglia,ITF46 - Foggia,-3.208,63.668,1.257,-0.528,63.687,1.253,21,-0.005,-0.05,0.015,NA,1.818,1.228,0.583,NA,NA,52.602,0.993,89.568,186,0.185,0.972,0.99,0.811,1.26,1.251,119.999,-1.421,64.875,33.17,20.955,1.163,34.192,65.394
9G46UA,2009-01-05,2017,NA,Active,ITH - Northeast,ITH3 - Veneto,ITH31 - Verona,0.182,20.264,1.101,14.04,20.333,1.087,8,0.151,-0.001,0.09,NA,0.386,0.15,0.238,NA,NA,141.629,2.433,NA,172.172,177.115,0.999,1,4.653,1.098,1.1,435.358,0.037,828.315,1.421,11.928,4.849,-11.916,829.165
83P4AD,2004-05-20,2017,NA,Active,ITI - Centre,ITI3 - Marche,ITI32 - Ancona,-0.118,0.872,52.348,0.212,1.062,52.331,NA,0.124,0.057,1.561,NA,82.79,19.108,64.309,NA,NA,0.104,1.702,NA,0.131,-0.194,0.24,0.239,1.533,52.361,NA,61.943,NA,NA,NA,NA,NA,NA,NA
I83JL8,1976-01-01,2017,NA,Active,ITF - South,ITF6 - Calabria,ITF65 - Reggio Calabria,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230.32,NA,NA,NA,NA,228.191
8XU71S,2003-06-23,2017,NA,Active,ITG - Insular Italy,ITG1 - Sicilia,ITG14 - Agrigento,14.685,NA,84.744,21.101,NA,84.724,6,17.75,12.572,47.439,NA,49.601,47.26,35.949,NA,NA,0.435,NA,2.595,16.169,71.984,5.101,6.061,614.79,84.722,NA,0.162,459.479,967.893,3.061,29.95,2195.015,225.934,969.51
V3PZ79,1997-11-17,2017,NA,Active,ITG - Insular Italy,ITG1 - Sicilia,ITG14 - Agrigento,0.175,3.718,15.707,2.575,3.745,15.7,3,0.382,0.026,0.9,NA,11.512,5.237,6.329,NA,NA,0.729,1.074,1.473,286.841,116.098,0.96,1.599,0.233,15.705,18.599,387.968,1.697,342.14,26.829,91.016,128.984,397.121,342.845
O35CO1,2012-10-02,2017,NA,Active,ITF - South,ITF4 - Puglia,ITF44 - Brindisi,28.088,36.123,35.903,40.081,35.943,35.932,1,14.403,10.035,11.179,NA,13.326,11.172,9.952,NA,NA,3.218,340.483,2.646,-0.074,0.017,0.531,1.338,8.962,35.922,56.06,11.37,142.656,1277.553,1.06,13.839,355.937,482.113,1275.684
M7PQ54,1957-05-02,2017,NA,Active,ITH - Northeast,ITH4 - Friuli-Venezia Giulia,ITH42 - Udine,3.542,5.555,44.753,4.023,5.253,44.747,92,1.691,1.552,2.363,NA,4.755,3.529,3.397,NA,NA,1.197,1.842,1.939,61.982,68.156,0.402,1.348,2.779,44.754,80.979,82.6,6.068,314.983,14.702,45.918,195.133,159.92,317.666
8BV7F4,1998-03-03,2005,NA,Unknown,ITI - Centre,ITI4 - Lazio,ITI43 - Roma,5.735,181.789,1.264,26.378,181.78,1.254,NA,0.323,0.054,0.133,NA,2.41,1.835,0.632,NA,NA,100.221,0.917,9.721,103.109,111.154,0.751,0.988,0.992,1.263,1.268,NA,NA,NA,2.809,NA,NA,NA,NA
9RZ5Q2,1991-11-15,2017,NA,Active,ITH - Northeast,ITH1 - Provincia Autonoma di Bolzano/Bozen,ITH10 - Bolzano,6.336,8.809,29.025,8.382,8.944,29.018,108,2.368,1.794,1.828,NA,3.92,1.467,3.829,NA,NA,4.118,4.208,4.531,65.197,119.111,0.702,1.111,11.237,29.004,40.859,52.322,7.773,357.034,12.029,42.916,80.174,25.025,356.591
4SJ9S2,1983-01-04,2017,NA,Active,ITF - South,ITF3 - Campania,ITF35 - Salerno,-4.603,-0.745,22.774,-3.216,-0.836,22.773,33,-0.745,-1.063,-0.558,NA,2.084,-0.328,1.611,NA,NA,2.455,-1.596,23.622,-0.087,-0.184,1.55,1.671,0.707,22.743,29.469,131.212,-1.251,153.863,13.401,20.902,26.831,6.92,154.681
T8I42S,2004-11-19,2012,NA,Active,ITI - Centre,ITI4 - Lazio,ITI43 - Roma,2.158,NA,1.327,-2.588,NA,1.345,NA,-0.022,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,1.012,NA,1.335,1.351,0.01,NA,NA,NA,NA,NA,NA,NA
TK667I,1958-06-24,2010,NA,Dissolved,ITH - Northeast,ITH5 - Emilia-Romagna,ITH52 - Parma,-0.114,30.467,0.364,NA,30.424,0.359,5,-3.949,-0.012,-3.418,NA,2.381,1.09,1.273,NA,NA,27.852,0.34,2.003,0.09,77.924,0.389,0.99,0.277,0.336,0.361,NA,-10.572,273.861,26.299,72.021,0.818,75.874,274.949
5GS4H6,1985-08-02,2017,NA,Active,ITH - Northeast,ITH1 - Provincia Autonoma di Bolzano/Bozen,ITH10 - Bolzano,15.852,NA,60.275,20.977,NA,60.289,5,12.573,9.433,97.98,NA,20.887,1.656,92.924,NA,NA,0.188,NA,1.101,645.148,59.062,1.009,1.401,5.759,60.3,NA,17.356,127.963,129.019,21.501,28.041,613.871,330.076,129.604
Y55WV8,1988-12-07,2017,NA,Active,ITF - South,ITF1 - Abruzzo,ITF12 - Teramo,7.6,10.605,78.144,10.99,10.518,78.144,12,8.569,6.057,10.606,NA,14.615,9.785,12.33,NA,NA,0.999,186.236,34.377,116.113,61.91,4.879,5.019,18.579,78.148,NA,5.404,28.843,284.417,12.989,37.169,277.091,50.925,284.386
DP33Y8,2007-11-06,2017,NA,Active,ITC - Northwest,ITC4 - Lombardia,ITC46 - Bergamo,-7.669,9.642,11.444,-2.684,10.017,11.443,8,-0.315,-0.864,-0.175,NA,4.517,2.171,1.819,NA,NA,4.544,0.927,10.559,64.019,75.092,0.79,1.031,0.358,11.427,12.911,384.636,-0.352,145.866,25.362,37.166,10.19,9.168,145.096
6ECI26,1990-12-21,2017,NA,Active,ITG - Insular Italy,ITG1 - Sicilia,ITG12 - Palermo,8.707,11.531,75.002,13.233,11.392,75.004,14,10.037,6.649,6.276,NA,8.231,6.351,6.014,NA,NA,1.801,112.1,10.673,161.068,18.973,6.709,7.969,5.612,75.01,NA,17.529,22.505,336.043,18.342,61.908,158.124,164.803,337.435
9NH4K1,2006-03-29,2017,NA,Active,ITH - Northeast,ITH5 - Emilia-Romagna,ITH52 - Parma,14.756,NA,72.102,20.426,NA,72.106,23,14.635,10.589,4.547,NA,4.55,3.808,4.039,NA,NA,4.059,NA,116.582,57.949,-0.16,4.378,4.518,10.476,72.082,NA,9.687,29.737,669.953,7.659,51.002,151.057,112.928,672.357
M3Z46G,1976-01-30,2017,NA,Active,ITC - Northwest,ITC4 - Lombardia,ITC42 - Como,29.898,15.786,36.829,31.35,15.634,36.816,19,11.579,11.029,9.537,NA,13.838,9.575,13.341,NA,NA,1.645,92.551,16.47,58.055,53.071,1.359,1.639,0.865,36.795,58.249,118.885,21.597,215.553,7.3,16.125,66.178,17.097,215.809
HE74T1,1979-11-02,2006,2007-09-18,Dissolved,ITC - Northwest,ITC4 - Lombardia,ITC47 - Brescia,23.35,37.387,87.258,37.322,37.392,87.221,NA,32.593,20.432,74.599,NA,71.387,70.985,47.106,NA,NA,0.513,661.702,NA,4.184,0.871,7.839,7.838,NA,87.22,NA,0.121,NA,NA,NA,NA,NA,NA,NA
Z3H6Y7,1967-01-01,2017,NA,Active,ITC - Northwest,ITC4 - Lombardia,ITC4C - Milano,5.624,6.433,57.398,7.605,6.521,57.4,17,4.41,3.206,2.905,NA,4.954,2.951,4.096,NA,NA,2.185,79.719,10.158,97.074,53.004,1.5,1.981,4.958,57.415,NA,25.989,16.78,573.352,8.012,46.089,216.146,127.086,572.158
9CI5I8,1993-06-22,2017,NA,Active,ITC - Northwest,ITC1 - Piemonte,ITC11 - Torino,18.866,21.895,40.936,27.708,21.998,40.958,12,11.414,7.672,9.734,NA,10.7,9.734,7.514,NA,NA,2.225,618.692,25.662,139.013,127.033,1.918,2.01,3.609,40.96,69.361,27.61,31.347,341.509,18.401,63.162,119.824,23.974,341.599
T1J1C4,1976-11-22,2002,NA,Liquidation,ITF - South,ITF4 - Puglia,ITF45 - Lecce,NA,NA,NA,NA,NA,NA,4,NA,NA,-6.454,NA,-6.24,-6.317,-7.017,NA,NA,NA,-36.781,NA,-0.133,0.172,0.089,0.091,NA,NA,NA,NA,-16.738,252.663,12.419,32.03,NA,-0.108,254.675
HG994J,1955-11-14,2017,NA,Active,ITH - Northeast,ITH5 - Emilia-Romagna,ITH51 - Piacenza,0.1,-0.128,0.054,-0.066,0.083,0.075,3,-0.017,-0.016,-0.007,NA,0.465,-0.016,0.462,NA,NA,1.064,0.679,0.947,44.153,220.09,0.758,2.378,0.19,0.06,0.069,NA,0.711,768.84,9.109,70.131,1.16,424.136,767.797
VY27L4,2000-10-02,2005,2006-07-01,Dissolved,ITC - Northwest,ITC1 - Piemonte,ITC11 - Torino,12.09,16.767,23.909,34.238,16.658,23.939,99,8.222,2.906,7.897,NA,21.597,11.234,13.15,NA,NA,1.479,3.179,16.818,62.868,67.085,1.069,1.29,0.37,23.94,31.442,206.702,15.918,195.548,21.418,41.883,44.86,9.918,196.22
1EEZ36,1966-10-21,2018,NA,Active,ITH - Northeast,ITH2 - Provincia Autonoma di Trento,ITH20 - Trento,-19.995,-4.932,13.956,-21.541,-5.251,13.942,51,-3.013,-2.784,-3.045,NA,2.081,-2.704,1.906,NA,NA,1.986,-5.678,5.002,74.881,83.079,0.618,1.01,0.267,13.95,16.199,273.74,-24.174,793.89,6.721,53.088,113.005,138.994,795.52
X16CM1,1983-08-19,2018,NA,Active,ITF - South,ITF6 - Calabria,ITF61 - Cosenza,0.111,0.41,17.794,0.141,0.204,17.786,466,0.05,0.044,0.026,NA,3.458,0.141,3.329,NA,NA,2.686,1.143,5.748,98.931,102.862,1.02,1.398,0.753,17.785,21.639,193.681,-1.568,59.959,22.629,13.038,9.09,9.876,60.905
9U7BL7,2014-04-08,2017,NA,Active,ITC - Northwest,ITC1 - Piemonte,ITC17 - Asti,75.291,16.534,4.305,140.954,16.76,4.317,16,6.083,3.25,3.72,NA,5.58,4.118,3.453,NA,NA,4.038,10.297,256.039,82.189,87.818,1.59,1.599,0.251,4.313,4.499,NA,3.674,143.93,23.589,34.159,4.108,-1.835,143.677
UK867D,1992-09-23,2017,NA,Active,ITF - South,ITF6 - Calabria,ITF63 - Catanzaro,34.378,40.928,43.466,47.157,40.939,43.456,14,20.531,14.858,21.165,NA,26.41,21.922,19.834,NA,NA,1.9,29.7,195.433,97.875,114.145,1.502,1.512,5.379,43.466,76.842,32.023,33.942,157.662,8.419,13.185,69.946,-5.996,156.062
C8K8M1,2006-09-04,2017,NA,Active,ITI - Centre,ITI1 - Toscana,ITI18 - Arezzo,7.011,6.765,25.296,6.823,6.707,25.29,23,1.772,1.758,1.835,NA,6.318,2.972,5.174,NA,NA,2.193,2.758,7.982,112.959,79.97,0.98,1.19,1.418,25.32,33.871,182.003,2.68,75.163,37.32,28.089,19.938,15.836,75.064
43Y8QM,1999-03-08,2009,2010-11-24,Dissolved,ITI - Centre,ITI4 - Lazio,ITI43 - Roma,-23.701,-265.248,0.247,NA,-265.448,0.224,NA,-31.184,-0.063,-4.769,NA,-4.474,-4.477,0.019,NA,NA,59.173,-16.079,NA,54.807,41.103,1.12,1.121,-0.047,0.232,0.228,NA,NA,NA,1.091,NA,NA,NA,NA
2RDR15,1999-10-01,2017,NA,Active,ITC - Northwest,ITC1 - Piemonte,ITC16 - Cuneo,-7.684,5.666,2.718,1.845,5.725,2.705,3,0.065,-0.218,0.047,NA,2.697,1.018,1.532,NA,NA,5.118,1.009,5.208,85.87,90.942,0.609,0.989,0.258,2.7,2.779,NA,1.72,785.515,2.969,23.165,14.898,142.96,786.294
5A6TP8,2015-04-08,2017,NA,Active,ITF - South,ITF3 - Campania,ITF35 - Salerno,96.223,97.228,51.982,96.915,97.382,51.975,10,50.363,50.099,17.508,NA,21.179,17.587,21.053,NA,NA,5.543,281.216,188.013,44.804,50.174,0.971,1,NA,51.973,NA,0.039,26.759,153.725,12.422,19.025,28.158,-1.006,155.595
8KWM29,1988-03-04,2017,NA,Active,ITC - Northwest,ITC1 - Piemonte,ITC18 - Alessandria,-0.095,1.836,66.932,0.648,1.822,66.922,3,0.318,-0.02,1.155,NA,12.074,5.541,6.405,NA,NA,0.333,1.324,7.896,222.848,98.841,1.542,1.76,3.706,66.925,NA,36.411,2.261,193.42,24.599,48.16,467.057,92.176,193.663
EK871C,1975-02-14,2018,NA,Active,ITF - South,ITF2 - Molise,ITF22 - Campobasso,0.143,0.277,51.933,-0.005,0.358,51.933,3,-0.001,-0.017,-0.01,NA,2.754,0.152,2.583,NA,NA,1.131,0.395,4.949,129.891,22.824,1.841,2.501,2.139,51.952,NA,43.317,1.389,765.576,10.521,80.969,476.027,382.011,766.19
C2I92X,1980-11-17,2017,2013-04-12,Active,ITH - Northeast,ITH3 - Veneto,ITH32 - Vicenza,NA,NA,NA,NA,NA,NA,NA,-50.034,-50.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.022,-0.161,0.199,0.199,-72.532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SM461R,1998-11-03,2017,NA,Active,ITF - South,ITF3 - Campania,ITF33 - Napoli,6.073,12.173,38.245,10.071,11.845,38.246,6,3.802,2.334,4.623,NA,8.624,5.925,5.536,NA,NA,2.015,4.468,56.625,96.011,65.072,0.992,1.012,14.722,38.253,61.932,122.316,7.389,181.929,11.369,21.014,85.018,18.923,183.674
31GWY7,1999-06-29,2008,NA,Dissolved,ITF - South,ITF3 - Campania,ITF34 - Avellino,13.723,30.836,5.25,35.403,30.745,5.251,NA,1.854,0.728,1.9,NA,8.277,7.428,1.591,NA,NA,4.467,1.406,18.097,260.113,134.937,1.111,1.181,0.13,5.244,5.541,NA,NA,NA,2.239,NA,NA,NA,NA
1H8S3U,2014-07-14,2016,NA,Active,ITF - South,ITF4 - Puglia,ITF46 - Foggia,31.47,88.033,0.885,51.143,88.013,0.901,3,0.443,0.269,0.464,NA,1.029,0.855,0.425,NA,NA,102.821,2.201,1.211,38.006,286.037,0.182,1.002,12.683,0.874,0.899,7.847,10.627,2217.491,1.249,27.862,20.109,311.171,2215.561
A855IZ,1987-11-19,2017,NA,Active,ITC - Northwest,ITC1 - Piemonte,ITC18 - Alessandria,1.904,4.916,17.207,3.509,4.663,17.216,45,0.623,0.294,0.558,NA,2.887,1.065,2.108,NA,NA,4.45,2.014,3.172,154.022,135.082,0.712,1.149,2.588,17.217,20.779,239.489,4.912,952.04,4.44,41.805,153.936,352.074,951.29
91TXH5,1998-03-07,2017,NA,Active,ITF - South,ITF6 - Calabria,ITF61 - Cosenza,3.87,6.683,37.856,7.619,6.463,37.849,6,2.85,1.527,2.953,NA,5.718,3.173,4.07,NA,NA,2.07,14.947,7.458,151.089,185.936,0.95,1.19,4.268,37.857,60.872,22.72,6.027,186.271,14.162,26.01,72.915,6.997,185.832
75P3OM,1997-09-15,2017,NA,Active,ITI - Centre,ITI3 - Marche,ITI34 - Ascoli Piceno,44.207,29.243,8.466,71.491,29.001,8.464,15,6.06,3.744,3.49,NA,4.591,4.38,2.351,NA,NA,6.611,4.617,14.735,98.017,96.019,0.92,1.078,0.508,8.471,9.239,492.946,22.519,621.938,5.569,35.105,29.965,44.848,624.549
JZ491F,1992-03-17,2000,NA,Dissolved,ITF - South,ITF4 - Puglia,ITF48 - Barletta-Andria-Trani,1.468,32.247,6.033,7.315,32.548,6.056,4,0.429,0.062,0.326,NA,9.278,1.404,7.915,NA,NA,22.981,1.205,17.502,172.024,133.046,0.83,0.912,520.579,6.021,6.42,607.081,3.737,766.179,0.969,6.976,33.188,126.99,766.502
X455NT,1980-05-19,2017,NA,Active,ITH - Northeast,ITH5 - Emilia-Romagna,ITH56 - Ferrara,8.271,9.812,55.829,12.218,9.688,55.838,8,6.722,4.604,10.626,NA,16.235,10.317,13.154,NA,NA,0.887,17.387,9.869,0.171,-0.099,1.63,1.862,3.204,55.843,NA,30.188,46.69,450.014,9.039,41.005,393.894,44.875,448.929
KX41R9,2000-12-27,2017,NA,Active,ITH - Northeast,ITH5 - Emilia-Romagna,ITH53 - Reggio Emilia,0.07,0.823,22.623,0.753,0.924,22.624,6,0.145,0.022,0.133,NA,0.874,0.18,0.699,NA,NA,4.929,2.831,11.18,-0.103,-0.158,1.18,1.33,6.282,22.62,29.251,15.629,1.206,1321.47,2.19,28.862,233.014,118.182,1323.268
GN928V,2014-04-10,2017,NA,Active,ITH - Northeast,ITH3 - Veneto,ITH32 - Vicenza,40.519,93.896,2.526,95.843,93.653,2.5,19,2.395,0.994,1.24,NA,2.769,1.987,1.288,NA,NA,46.311,2.686,10.458,71.887,100.851,0.549,0.742,1.64,2.501,2.57,NA,1.521,109.435,8.681,10.051,1.111,2.178,108.739
68FF2S,1984-02-13,2017,NA,Active,ITC - Northwest,ITC4 - Lombardia,ITC4C - Milano,14.068,16.789,65.096,19.931,17.036,65.099,40,13.077,9.023,9.832,NA,11.905,9.292,9.371,NA,NA,1.746,NA,287.773,8.903,29.92,3.781,3.798,5.291,65.121,NA,18.319,8.728,90.778,33.752,29.855,43.852,-5.17,91.914
3I54VU,2017-04-14,2017,NA,Active,ITC - Northwest,ITC4 - Lombardia,ITC44 - Sondrio,60.599,47.476,2.799,92.783,47.214,2.768,11,2.573,1.665,1.828,NA,3.348,2.262,2.276,NA,NA,21.109,5.322,4.263,115.938,122.817,0.58,0.929,0.82,2.797,2.861,NA,9.394,585.741,3.432,20.024,11.979,124.847,582.766
4H2H3C,1969-03-24,2017,NA,Active,ITH - Northeast,ITH3 - Veneto,ITH35 - Venezia,-2.371,0.296,39.443,-1.625,0.28,39.434,24,-0.708,-0.91,-1.076,NA,4.464,0.131,3.001,NA,NA,1.166,0.145,2.627,84.996,91.973,0.552,1.161,1.979,39.449,65.088,106.481,-5.167,442.182,16.24,71.841,259.194,161.185,441.993
36QA1T,2010-01-12,2017,NA,Active,ITF - South,ITF4 - Puglia,ITF45 - Lecce,-12.915,-3.92,11.081,-12.979,-4.087,11.091,6,-1.428,-1.434,-6.534,NA,2.28,-6.204,1.982,NA,NA,0.644,-20.606,3.001,56.059,219.977,0.26,0.368,0.424,11.114,12.479,435.468,-11.457,166.449,18.07,30.181,85.072,-19.999,168.893
G3F36V,1990-11-14,2017,NA,Active,ITF - South,ITF1 - Abruzzo,ITF12 - Teramo,11.321,8.061,5.806,27.544,7.766,5.783,118,1.604,0.635,1.889,NA,9.227,5.205,4.791,NA,NA,1.493,1.766,6.811,70.163,107.13,0.6,0.878,0.008,5.796,6.151,NA,4.015,165.312,20.909,34.074,10.999,6.93,162.682
4QLG76,1981-11-05,2017,NA,Active,ITC - Northwest,ITC4 - Lombardia,ITC49 - Lodi,-0.054,4.114,22.3,1.93,3.9,22.285,70,0.458,0.03,0.437,NA,5.072,1.778,3.284,NA,NA,1.928,1.059,11.217,94.138,69.935,0.749,0.941,0.666,22.275,28.681,248.145,1.14,645.141,8.698,56.065,144.177,101.074,647.832
K29HJ6,1997-02-26,2017,NA,Active,ITI - Centre,ITI1 - Toscana,ITI12 - Lucca,10.834,2.61,1.001,12.807,2.856,0.995,17,0.129,0.095,0.055,NA,2.557,0.49,2.096,NA,NA,5.043,0.909,11.353,-0.11,-0.127,0.591,0.84,0.003,1.015,1.011,NA,-0.525,131.336,21.15,27.862,0.996,12.152,132.505
3W3M3Q,1980-12-23,2011,NA,Dissolved,ITC - Northwest,ITC4 - Lombardia,ITC4C - Milano,NA,-272.698,-4.026,NA,-272.71,-4.037,5,-14.868,-14.872,-19.366,NA,-11.853,-17.546,-13.691,NA,NA,15.554,-9.388,10.379,225,254.972,0.519,0.599,-0.543,-4.028,NA,NA,-55.448,296.561,17.67,52.033,NA,2.983,293.411
2UGC56,1974-05-16,2017,NA,Active,ITH - Northeast,ITH5 - Emilia-Romagna,ITH54 - Modena,0.043,6.687,2.676,-0.003,6.692,2.697,11,0.009,0.006,-0.009,NA,2.226,0.48,1.754,NA,NA,8.574,0.722,1.05,52.079,361.974,0.241,0.969,0.316,2.678,2.761,555.453,-0.086,763.248,6.358,49.143,29.146,67.995,762.794
TU5A25,2009-05-27,2012,2017-02-20,Liquidation,ITF - South,ITF3 - Campania,ITF31 - Caserta,12.291,-23.932,20.66,-63.737,-23.986,20.67,49,-13.16,2.548,-11.81,NA,-8.558,-8.943,2.651,NA,NA,2.702,-3.205,3.827,119.857,-0.165,1.09,1.589,1.059,20.641,26.021,101.098,-13.317,119.469,11.491,14.18,21.832,71.842,122.353
L9LC96,2002-06-10,2016,NA,Active,ITF - South,ITF1 - Abruzzo,ITF14 - Chieti,1.546,4.36,4.829,1.451,4.068,4.852,7,0.056,0.069,0.235,NA,10.235,7.634,2.835,NA,NA,0.569,0.914,1.686,192.941,151.194,0.91,1.289,0.281,4.831,5.09,NA,0.537,144.688,14.439,21.142,23.805,101.904,143.49
B38B2Z,2009-03-30,2017,NA,Active,ITF - South,ITF3 - Campania,ITF35 - Salerno,0.577,1.644,22.487,1.813,2.019,22.484,1,0.424,0.142,0.845,NA,17.039,2.227,15.1,NA,NA,0.821,1.479,5.942,0.08,0.114,0.458,0.652,0.561,22.492,29.031,158.767,8.011,1113.07,2.319,25.897,525.15,186.876,1111.987
T3T77Q,1998-10-09,2007,NA,Unknown,ITI - Centre,ITI2 - Umbria,ITI22 - Terni,1.429,12.713,27.359,7.032,12.662,27.334,24,1.941,0.414,2.308,NA,12.445,7.967,4.995,NA,NA,1.622,1.281,3.896,155.038,80.817,1.191,1.641,0.953,27.343,37.629,178.995,16.277,658.384,4.5,29.87,214.811,304.925,661.461
6NBL87,2010-04-16,2017,NA,Active,ITG - Insular Italy,ITG1 - Sicilia,ITG11 - Trapani,11.104,8.55,9.224,14.516,8.426,9.238,4,1.351,1.026,5.07,NA,19.468,8.163,15.153,NA,NA,1.053,2.787,39.374,181.192,274.921,0.241,0.251,0.735,9.236,10.162,182.264,11.932,243.199,2.731,7.075,84.855,-58.032,244.165
2WF5E1,2001-01-01,2017,NA,Active,ITC - Northwest,ITC1 - Piemonte,ITC17 - Asti,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,346.824,NA,NA,NA,NA,343.646
87UI7H,2016-12-27,2017,NA,Active,ITF - South,ITF3 - Campania,ITF31 - Caserta,-0.693,-0.391,71.308,-0.696,-0.478,71.336,NA,-0.53,-0.515,NA,NA,NA,NA,NA,NA,NA,NA,-1.544,NA,NA,NA,0.019,0.018,2.688,71.332,NA,40.204,NA,NA,NA,NA,NA,NA,NA
92EOK1,1988-12-05,2016,NA,Active,ITG - Insular Italy,ITG1 - Sicilia,ITG17 - Catania,1.501,3.432,48.63,2.811,3.425,48.622,49,1.434,0.693,2.258,NA,9.15,4.774,5.437,NA,NA,0.947,3.732,12.165,216.924,69.862,1.258,1.418,2.757,48.594,94.591,59.526,5.807,282.402,16.371,46.014,215.157,138.142,280.855
